PheWAS_ID,broad_catagory,category,phenotype,range_ID,sex,field_code,QC_flag_ID,QC_filter_values,first_last_max_min_value,date_code,age_code,case_code,control_code,exclude_case_control_crossover,included_in_analysis,quant_combination,primary_care_code_list,limits,lower_limit,upper_limit,transformation,analysis,age_col,pheno_group,short_desc,group_narrow,concept_name,concept_description,Notes
P756.2,Phenotype,Phecode,Pectus and other congenital anomalies of ribs/sternum,R_186,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Congenital anomalies,Pectus and  congenital anomalies of ribs/sternum (Phecode),Congenital anomalies,NA,NA,NA
P756.21,Phenotype,Phecode,Pectus excavatum,R_186,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Congenital anomalies,Pectus excavatum (Phecode),Congenital anomalies,NA,NA,NA
P756.22,Phenotype,Phecode,Pectus carinatum,R_186,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Congenital anomalies,Pectus carinatum (Phecode),Congenital anomalies,NA,NA,NA
P756.3,Phenotype,Phecode,"Congenital anomalies of muscle, tendon, fascia, and connective tissue",R_186,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Congenital anomalies,Congenital anomalies of muscle/connective tissue (Phecode),Congenital anomalies,NA,NA,NA
P756.5,Phenotype,Phecode,Congenital osteodystrophies,R_186,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Congenital anomalies,Congenital osteodystrophies (Phecode),Congenital anomalies,NA,NA,NA
P757,Phenotype,Phecode,Congenital anomalies of the integument,R_187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Congenital anomalies,Congenital anomalies of the integument (Phecode),Congenital anomalies,NA,NA,NA
P758,Phenotype,Phecode,Chromosomal anomalies and genetic disorders,R_187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Congenital anomalies,Chromosomal anomalies and genetic disorders (Phecode),Congenital anomalies,NA,NA,NA
P758.1,Phenotype,Phecode,Chromosomal anomalies,R_187,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Congenital anomalies,Chromosomal anomalies (Phecode),Congenital anomalies,NA,NA,NA
P759,Phenotype,Phecode,Other and unspecified congenital anomalies,R_187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Congenital anomalies,Other and unspecified congenital anomalies (Phecode),Congenital anomalies,NA,NA,NA
P759.1,Phenotype,Phecode,"Anomalies of endocrine glands, congenital",R_187,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Congenital anomalies,"Anomalies of endocrine glands, congenital (Phecode)",Congenital anomalies,NA,NA,NA
P760,Phenotype,Phecode,Back pain,R_188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Back pain (Phecode),Symptoms,NA,NA,NA
P761,Phenotype,Phecode,Cervicalgia,R_189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Cervicalgia (Phecode),Symptoms,NA,NA,NA
P763,Phenotype,Phecode,"Thoracic or lumbosacral neuritis or radiculitis, unspecified",R_190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Thoracic or lumbosacral neuritis (Phecode),Symptoms,NA,NA,NA
P764,Phenotype,Phecode,Sciatica,R_190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Sciatica (Phecode),Symptoms,NA,NA,NA
P765,Phenotype,Phecode,Cervical radiculitis,R_190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Cervical radiculitis (Phecode),Symptoms,NA,NA,NA
P766,Phenotype,Phecode,"Neuralgia, neuritis, and radiculitis NOS",R_190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,"Neuralgia, neuritis, and radiculitis NOS (Phecode)",Symptoms,NA,NA,NA
P767,Phenotype,Phecode,Cervicocranial/Cervicobrachial syndrome,R_190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Cervicocranial/Cervicobrachial syndrome (Phecode),Symptoms,NA,NA,NA
P769,Phenotype,Phecode,Nonallopathic lesions NEC,R_191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Nonallopathic lesions NEC (Phecode),Symptoms,NA,NA,NA
P770,Phenotype,Phecode,Myalgia and myositis unspecified,R_192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Myalgia and myositis unspecified (Phecode),Symptoms,NA,NA,NA
P771,Phenotype,Phecode,Musculoskeletal symptoms referable to limbs,R_193,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Musculoskeletal symptoms referable to limbs (Phecode),Symptoms,NA,NA,NA
P771.1,Phenotype,Phecode,Swelling of limb,R_193,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Swelling of limb (Phecode),Symptoms,NA,NA,NA
P771.2,Phenotype,Phecode,Cramp of limb,R_193,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Cramp of limb (Phecode),Symptoms,NA,NA,NA
P772,Phenotype,Phecode,Symptoms of the muscles,R_194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Symptoms of the muscles (Phecode),Symptoms,NA,NA,NA
P772.1,Phenotype,Phecode,Muscular wasting and disuse atrophy,R_194,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Muscular wasting and disuse atrophy (Phecode),Symptoms,NA,NA,NA
P772.2,Phenotype,Phecode,Spasm of muscle,R_194,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Spasm of muscle (Phecode),Symptoms,NA,NA,NA
P772.3,Phenotype,Phecode,Muscle weakness,R_194,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Muscle weakness (Phecode),Symptoms,NA,NA,NA
P772.4,Phenotype,Phecode,Rhabdomyolysis,R_194,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Rhabdomyolysis (Phecode),Safety,NA,NA,NA
P772.6,Phenotype,Phecode,Facial weakness,R_194,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Facial weakness (Phecode),Symptoms,NA,NA,NA
P773,Phenotype,Phecode,Pain in limb,R_195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Pain in limb (Phecode),Symptoms,NA,NA,NA
P78,Phenotype,Phecode,Viral warts & HPV,R_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Viral warts & HPV (Phecode),Infectious diseases,NA,NA,NA
P780,Phenotype,Phecode,Hypothermia/Chills,R_196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Hypothermia/Chills (Phecode),Symptoms,NA,NA,NA
P781,Phenotype,Phecode,Symptoms involving nervous and musculoskeletal systems,R_197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Nnervous and musculoskeletal symptoms (Phecode),Symptoms,NA,NA,NA
P781.1,Phenotype,Phecode,Loss of height,R_197,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Loss of height (Phecode),Symptoms,NA,NA,NA
P781.2,Phenotype,Phecode,Abnormal posture,R_197,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Abnormal posture (Phecode),Symptoms,NA,NA,NA
P782,Phenotype,Phecode,Symptoms involving skin and other integumentary tissue,R_198,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Symptoms involving skin (Phecode),Symptoms,NA,NA,NA
P782.3,Phenotype,Phecode,Edema,R_198,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Edema (Phecode),Symptoms,NA,NA,NA
P782.6,Phenotype,Phecode,Pallor and flushing,R_198,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Pallor and flushing (Phecode),Symptoms,NA,NA,NA
P783,Phenotype,Phecode,Fever of unknown origin,R_199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Fever of unknown origin (Phecode),Symptoms,NA,NA,NA
P783.1,Phenotype,Phecode,Postprocedural fever,R_199,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Postprocedural fever (Phecode),Symptoms,NA,NA,NA
P785,Phenotype,Phecode,Abdominal pain,R_200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Abdominal pain (Phecode),Symptoms,NA,NA,NA
P788,Phenotype,Phecode,Syncope and collapse,R_201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Syncope and collapse (Phecode),Symptoms,NA,NA,NA
P789,Phenotype,Phecode,Nausea and vomiting,R_202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Nausea and vomiting (Phecode),Symptoms,NA,NA,NA
P789.1,Phenotype,Phecode,Persistent vomiting,R_202,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Persistent vomiting (Phecode),Symptoms,NA,NA,NA
P79,Phenotype,Phecode,Viral infection,R_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Viral infection (Phecode),Infectious diseases,NA,NA,NA
P79.1,Phenotype,Phecode,Varicella infection,R_3,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Varicella infection (Phecode),Infectious diseases,NA,NA,NA
P79.2,Phenotype,Phecode,Infectious mononucleosis,R_3,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Infectious mononucleosis (Phecode),Infectious diseases,NA,NA,NA
P79.9,Phenotype,Phecode,"Viremia, NOS",R_3,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,"Viremia, NOS (Phecode)",Infectious diseases,NA,NA,NA
P790,Phenotype,Phecode,Nonspecific findings on examination of blood,R_203,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Nonspecific findings on examination of blood (Phecode),Symptoms,NA,NA,NA
P790.1,Phenotype,Phecode,Elevated sedimentation rate,R_203,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Elevated sedimentation rate (Phecode),Symptoms,NA,NA,NA
P790.6,Phenotype,Phecode,Other abnormal blood chemistry,R_203,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Other abnormal blood chemistry (Phecode),Symptoms,NA,NA,NA
P790.8,Phenotype,Phecode,Elevated C-reactive protein (CRP),R_203,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Elevated C-reactive protein (CRP) (Phecode),Symptoms,NA,NA,NA
P790.9,Phenotype,Phecode,Abnormal arterial blood gases,R_203,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Abnormal arterial blood gases (Phecode),Symptoms,NA,NA,NA
P791,Phenotype,Phecode,Gangrene,R_204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Gangrene (Phecode),Symptoms,NA,NA,NA
P792,Phenotype,Phecode,Abnormal Papanicolaou smear of cervix and cervical HPV,R_17,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Genitourinary,Abnormal smear of cervix and cervical HPV (Phecode),Genitourinary,NA,NA,NA
P792.1,Phenotype,Phecode,Papanicolaou smear of cervix or vagina with atypical squamous cells,R_17,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Genitourinary,Cervical smear with atypical squamous cells (Phecode),Genitourinary,NA,NA,NA
P793,Phenotype,Phecode,Nonspecific abnormal findings on radiological and other examination of musculoskeletal system,R_205,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Abnormal findings of musculoskeletal system (Phecode),Symptoms,NA,NA,NA
P793.2,Phenotype,Phecode,"Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)",R_205,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Abnormal findings on examining intrathoracic organs (Phecode),Symptoms,NA,NA,NA
P794,Phenotype,Phecode,"Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)",R_206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Abnormal results of other function studies (Phecode),Symptoms,NA,NA,NA
P795,Phenotype,Phecode,"Other and nonspecific abnormal cytological, histological and immunological findings",R_207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,binary,age,Symptoms,"Other abnormal cytological, histological findings (Phecode)",Symptoms,NA,NA,NA
P795.8,Phenotype,Phecode,Abnormal tumor markers,R_207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Abnormal tumor markers (Phecode),Symptoms,NA,NA,NA
P795.81,Phenotype,Phecode,Elevated carcinoembryonic antigen [CEA],R_207,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Elevated carcinoembryonic antigen [CEA] (Phecode),Symptoms,NA,NA,NA
P795.82,Phenotype,Phecode,Elevated cancer antigen 125 [CA 125],R_207,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Elevated cancer antigen 125 [CA 125] (Phecode),Symptoms,NA,NA,NA
P796,Phenotype,Phecode,Elevated prostate specific antigen [PSA],R_20,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Genitourinary,Elevated prostate specific antigen [PSA] (Phecode),Genitourinary,NA,NA,NA
P797,Phenotype,Phecode,Shock,R_208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Shock (Phecode),Symptoms,NA,NA,NA
P797.1,Phenotype,Phecode,Cardiogenic shock,R_208,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Cardiogenic shock (Phecode),Symptoms,NA,NA,NA
P798,Phenotype,Phecode,Malaise and fatigue,R_209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Malaise and fatigue (Phecode),Symptoms,NA,NA,NA
P798.1,Phenotype,Phecode,Chronic fatigue syndrome,R_209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Chronic fatigue syndrome (Phecode),Symptoms,NA,NA,NA
P799,Phenotype,Phecode,Debility unspecified,R_210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,binary,age,Symptoms,Debility unspecified (Phecode),Symptoms,NA,NA,NA
P8,Phenotype,Phecode,Intestinal infection,R_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Intestinal infection (Phecode),Infectious diseases,NA,NA,NA
P8.5,Phenotype,Phecode,Bacterial enteritis,R_1,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Bacterial enteritis (Phecode),Infectious diseases,NA,NA,NA
P8.51,Phenotype,Phecode,Intestinal e.coli,R_1,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Intestinal e.coli (Phecode),Infectious diseases,NA,NA,NA
P8.52,Phenotype,Phecode,Intestinal infection due to C. difficile,R_1,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Intestinal infection due to C. difficile (Phecode),Infectious diseases,NA,NA,NA
P8.6,Phenotype,Phecode,Viral Enteritis,R_1,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Viral Enteritis (Phecode),Infectious diseases,NA,NA,NA
P8.7,Phenotype,Phecode,Intestinal infection due to protozoa,R_1,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Intestinal infection due to protozoa (Phecode),Infectious diseases,NA,NA,NA
P80,Phenotype,Phecode,Postoperative infection,R_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Postoperative infection (Phecode),Infectious diseases,NA,NA,NA
P800,Phenotype,Phecode,Fracture of lower limb,R_211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of lower limb (Phecode),Injuries & poisonings,NA,NA,NA
P800.1,Phenotype,Phecode,Fracture of neck of femur,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of neck of femur (Phecode),Injuries & poisonings,NA,NA,NA
P800.2,Phenotype,Phecode,Fracture of unspecified part of femur,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of unspecified part of femur (Phecode),Injuries & poisonings,NA,NA,NA
P800.3,Phenotype,Phecode,Fracture of tibia and fibula,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of tibia and fibula (Phecode),Injuries & poisonings,NA,NA,NA
P800.4,Phenotype,Phecode,Fracture of patella,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of patella (Phecode),Injuries & poisonings,NA,NA,NA
P801,Phenotype,Phecode,Fracture of ankle and foot,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of ankle and foot (Phecode),Injuries & poisonings,NA,NA,NA
P801.1,Phenotype,Phecode,Fracture of foot,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of foot (Phecode),Injuries & poisonings,NA,NA,NA
P802,Phenotype,Phecode,Fracture of pelvis,R_211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of pelvis (Phecode),Injuries & poisonings,NA,NA,NA
P803,Phenotype,Phecode,Fracture of upper limb,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of upper limb (Phecode),Injuries & poisonings,NA,NA,NA
P803.1,Phenotype,Phecode,Fracture of humerus,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of humerus (Phecode),Injuries & poisonings,NA,NA,NA
P803.2,Phenotype,Phecode,Fracture of radius and ulna,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of radius and ulna (Phecode),Injuries & poisonings,NA,NA,NA
P803.21,Phenotype,Phecode,Colles' fracture,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Colles' fracture (Phecode),Injuries & poisonings,NA,NA,NA
P803.3,Phenotype,Phecode,Fracture of clavicle or scapula,R_211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of clavicle or scapula (Phecode),Injuries & poisonings,NA,NA,NA
P804,Phenotype,Phecode,Fracture of hand or wrist,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of hand or wrist (Phecode),Injuries & poisonings,NA,NA,NA
P805,Phenotype,Phecode,Fracture of vertebral column without mention of spinal cord injury,R_211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of vertebral column no spinal cord injury (Phecode),Injuries & poisonings,NA,NA,NA
P807,Phenotype,Phecode,Fracture of ribs,R_211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of ribs (Phecode),Injuries & poisonings,NA,NA,NA
P809,Phenotype,Phecode,Fracture of unspecified bones,R_211,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Fracture of unspecified bones (Phecode),Injuries & poisonings,NA,NA,NA
P81,Phenotype,Phecode,Infection/inflammation of internal prosthetic device; implant; and graft,R_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Infection/inflammation of implant; and graft (Phecode),Infectious diseases,NA,NA,NA
P81.1,Phenotype,Phecode,Graft-versus-host disease,R_4,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Graft-versus-host disease (Phecode),Infectious diseases,NA,NA,NA
P81.11,Phenotype,Phecode,Acute graft-versus-host disease,R_4,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Acute graft-versus-host disease (Phecode),Infectious diseases,NA,NA,NA
P81.12,Phenotype,Phecode,Chronic graft-versus-host disease,R_4,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Chronic graft-versus-host disease (Phecode),Infectious diseases,NA,NA,NA
P816,Phenotype,Phecode,Cerebral laceration and contusion,R_212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Cerebral laceration and contusion (Phecode),Injuries & poisonings,NA,NA,NA
P817,Phenotype,Phecode,Concussion,R_212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Concussion (Phecode),Injuries & poisonings,NA,NA,NA
P818,Phenotype,Phecode,Intracranial hemorrhage (injury),R_212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Intracranial hemorrhage (injury) (Phecode),Injuries & poisonings,NA,NA,NA
P818.1,Phenotype,Phecode,Subdural hemorrhage (injury),R_212,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Subdural hemorrhage (injury) (Phecode),Injuries & poisonings,NA,NA,NA
P818.2,Phenotype,Phecode,Subarachnoid hemorrhage (injury),R_212,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Subarachnoid hemorrhage (injury) (Phecode),Injuries & poisonings,NA,NA,NA
P819,Phenotype,Phecode,Skull and face fracture and other intercranial injury,R_212,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Skull/face fracture and other intercranial injury (Phecode),Injuries & poisonings,NA,NA,NA
P823,Phenotype,Phecode,Torus fracture,R_213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Torus fracture (Phecode),Injuries & poisonings,NA,NA,NA
P830,Phenotype,Phecode,Dislocation,R_214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Dislocation (Phecode),Injuries & poisonings,NA,NA,NA
P835,Phenotype,Phecode,Internal derangement of knee,R_214,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Internal derangement of knee (Phecode),Injuries & poisonings,NA,NA,NA
P836,Phenotype,Phecode,Traumatic arthropathy,R_214,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Traumatic arthropathy (Phecode),Injuries & poisonings,NA,NA,NA
P840,Phenotype,Phecode,Sprains and strains,R_215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Sprains and strains (Phecode),Injuries & poisonings,NA,NA,NA
P840.1,Phenotype,Phecode,Muscle/tendon sprain,R_215,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Injuries & poisonings,Muscle/tendon sprain (Phecode),Injuries & poisonings,NA,NA,NA
